Genus,species,Genus_species,Genus_Smithspecies,smith tree names,location,min.height.cm ,max.height.cm
Gayophytum,diffusum,Gayophytum_diffusum,Gayophytum_none,none,regional,10.25,51
,,,,,,,
Oenothera,elata,Oenothera_elata,Oenothera_brachycarpa,brachycarpa,regional,40,250
,,,,,,,
Corallorhiza,maculata,Corallorhiza_maculata,Corallorhiza_trifida,trifida,regional,17.75,56
,,,,,,,
Corallorhiza,striata,Corallorhiza_striata,Corallorhiza_wisteriana,wisteriana,regional,30.5,51
,,,,,,,
Platanthera,dilatata,Platanthera_dilatata,Platanthera_obtusata,obtusata,regional,30.5,114
,,,,,,,
Platanthera,hyperborea,Platanthera_hyperborea,Platanthera_hyperborea,hyperborea,regional,15.25,101.5
,,,,,,,
Orobanche,corymbosa,Orobanche_corymbosa,Orobanche_corymbosa,corymbosa,regional,5,12
,,,,,,,
Plantago,patagonica,Plantago_patagonica,Plantago_patagonica,patagonica,regional,5,20.25
,,,,,,,
Agrostis,exarata,Agrostis_exarata,Agrostis_exarata,exarata,regional,30,100
,,,,,,,
Agrostis,scabra,Agrostis_scabra,Agrostis_scabra,scabra,regional,30.5,122
,,,,,,,
Alopecurus,aequalis,Alopecurus_aequalis,Alopecurus_aequalis,aequalis,regional,23,45.75
,,,,,,,
Aristida,purpurea,Aristida_purpurea,Aristida_purpurea,purpurea,regional,30.5,51
,,,,,,,
Avena,fatua,Avena_fatua,Avena_fatua,fatua,regional,30,120
,,,,,,,
Avena,sativa,Avena_sativa,Avena_sativa,sativa,regional,60,120
,,,,,,,
Bromus,inermis,Bromus_inermis,Bromus_inermis,inermis,regional,61,122
,,,,,,,
Bromus,japonicus,Bromus_japonicus,Bromus_japonicus,japonicus,regional,20,120
,,,,,,,
Bromus,marginatus,Bromus_marginatus,Bromus_carinatus,carinatus,regional,30,100
,,,,,,,
Bromus,riparius,Bromus_riparius,Bromus_rubens,rubens,regional,50,120
,,,,,,,
Bromus,secalinus,Bromus_secalinus,Bromus_secalinus,secalinus,regional,38,91.5
,,,,,,,
Bromus,squarrosus,Bromus_squarrosus,Bromus_squarrosus,squarrosus,regional,10,43
,,,,,,,
Calamagrostis,rubescens,Calamagrostis_rubescens,Calamagrostis_canadensis,canadensis,regional,30,50
,,,,,,,
Catabrosa,aquatica,Catabrosa_aquatica,Catabrosa_aquatica,aquatica,regional,10.25,40.75
,,,,,,,
Cinna,latifolia,Cinna_latifolia,Cinna_latifolia,latifolia,regional,60,150
,,,,,,,
Dactylis,glomerata,Dactylis_glomerata,Dactylis_glomerata,glomerata,regional,50,120
,,,,,,,
Danthonia,unispicata,Danthonia_unispicata,Danthonia_intermedia,intermedia,regional,10,30
,,,,,,,
Deschampsia,danthonioides,Deschampsia_danthonioides,Deschampsia_cespitosa,cespitosa,regional,10,60
,,,,,,,
Deschampsia,elongata,Deschampsia_elongata,Deschampsia_cespitosa_subsp._cespitosa,cespitosa_subsp._cespitosa,regional,30,120
,,,,,,,
Elymus,aristatus,Elymus_aristatus,Elymus_multisetus,multisetus,regional,70,100
,,,,,,,
Elymus,elongatus,Elymus_elongatus,Elymus_elongatus,elongatus,regional,100,300
,,,,,,,
Elymus,flavescens,Elymus_flavescens,Elymus_canadensis,canadensis,regional,60,100
,,,,,,,
Elymus,hansenii,Elymus_hansenii,Elymus_nutans,nutans,regional,90,120
,,,,,,,
Elymus,hispidus,Elymus_hispidus,Elymus_hispidus,hispidus,regional,91.5,122
,,,,,,,
Elymus,junceus,Elymus_junceus,Elymus_alaskanus_subsp._alaskanus,alaskanus_subsp._alaskanus,regional,50,100
,,,,,,,
Elymus,repens,Elymus_repens,Elymus_repens,repens,regional,30.5,91.5
,,,,,,,
Elymus,saundersii,Elymus_saundersii,Elymus_virginicus,virginicus,regional,60,100
,,,,,,,
Pseudelymus,saxicola,Pseudelymus_saxicola,Pseudelymus_none,none,regional,50,80
,,,,,,,
Elymus,spicatus,Elymus_spicatus,Elymus_spicatus,spicatus,regional,50,100
,,,,,,,
Elymus,trachycaulus,Elymus_trachycaulus,Elymus_trachycaulus,trachycaulus,regional,40,110
,,,,,,,
Elymus,wawawaiensis,Elymus_wawawaiensis,Elymus_wawawaiensis,wawawaiensis,regional,45.75,122
,,,,,,,
Eremopyrum,triticeum,Eremopyrum_triticeum,Eremopyrum_triticeum,triticeum,regional,10,30
,,,,,,,
Vulpia,bromoides,Vulpia_bromoides,Vulpia_ciliata,ciliata,regional,10,50
,,,,,,,
Festuca,octoflora,Festuca_octoflora,Festuca_octoflora,octoflora,regional,5,40.75
,,,,,,,
Festuca,ovina,Festuca_ovina,Festuca_idahoensis,idahoensis,regional,23,30.5
,,,,,,,
Vulpia,microstachys,Vulpia_microstachys,Vulpia_none,none,regional,15,75
,,,,,,,
Festuca,trachyphylla,Festuca_trachyphylla,Festuca_trachyphylla,trachyphylla,regional,23,61
,,,,,,,
Glyceria,striata,Glyceria_striata,Glyceria_striata,striata,regional,30.5,122
,,,,,,,
Hordeum,brachyantherum,Hordeum_brachyantherum,Hordeum_brachyantherum,brachyantherum,regional,40,105
,,,,,,,
Hordeum,jubatum,Hordeum_jubatum,Hordeum_jubatum,jubatum,regional,30.5,61
,,,,,,,
Leucopoa,kingii,Leucopoa_kingii,Leucopoa_kingii,kingii,regional,30,90
,,,,,,,
Melica,bulbosa,Melica_bulbosa,Melica_californica,californica,regional,20,100
,,,,,,,
Muhlenbergia,richardsonis,Muhlenbergia_richardsonis,Muhlenbergia_richardsonis,richardsonis,regional,20,60
,,,,,,,
Phalaris,arundinacea,Phalaris_arundinacea,Phalaris_arundinacea,arundinacea,regional,91.5,183
,,,,,,,
Phleum,pratense,Phleum_pratense,Phleum_pratense,pratense,regional,50,100
,,,,,,,
Poa,bulbosa,Poa_bulbosa,Poa_none,none,regional,15,70
,,,,,,,
Poa,cusickii,Poa_cusickii,Poa_none,none,regional,20,40
,,,,,,,
Poa,fendleriana,Poa_fendleriana,Poa_none,none,regional,21.25,76.25
,,,,,,,
Poa,palustris,Poa_palustris,Poa_none,none,regional,40,100
,,,,,,,
Poa,pratensis,Poa_pratensis,Poa_none,none,regional,30,91
,,,,,,,
Poa,ampla,Poa_ampla,Poa_none,none,regional,30.5,61
,,,,,,,
Poa,canbyi,Poa_canbyi,Poa_none,none,regional,50,100
,,,,,,,
Poa,juncifolia,Poa_juncifolia,Poa_none,none,regional,15,30
,,,,,,,
Poa,nevadensis,Poa_nevadensis,Poa_none,none,regional,50,100
,,,,,,,
Poa,scabrella,Poa_scabrella,Poa_none,none,regional,15,100
,,,,,,,
Poa,wheeleri,Poa_wheeleri,Poa_none,none,regional,35,80
,,,,,,,
Polypogon,monspeliensis,Polypogon_monspeliensis,Polypogon_monspeliensis,monspeliensis,regional,10,40
,,,,,,,
Secale,cereale,Secale_cereale,Secale_cereale,cereale,regional,91.5,183
,,,,,,,
Sphenopholis,obtusata,Sphenopholis_obtusata,Sphenopholis_obtusata,obtusata,regional,30.5,91.5
,,,,,,,
Achnatherum,bloomeri,Achnatherum_bloomeri,Achnatherum_occidentale_subsp._californicum,occidentale_subsp._californicum,regional,20.25,25.5
,,,,,,,
Achnatherum,nelsonii,Achnatherum_nelsonii,Achnatherum_nelsonii,nelsonii,regional,30.5,100.5
,,,,,,,
Stipa,occidentalis,Stipa_occidentalis,Stipa_hymenoides,hymenoides,regional,25,45
,,,,,,,
Achnatherum,pinetorum,Achnatherum_pinetorum,Achnatherum_lobatum,lobatum,regional,14,50
,,,,,,,
Achnatherum,webberi,Achnatherum_webberi,Achnatherum_eminens,eminens,regional,12,35
,,,,,,,
Torreyochloa,pallida,Torreyochloa_pallida,Torreyochloa_none,none,regional,18,145
,,,,,,,
Triticum,aestivum,Triticum_aestivum,Triticum_aestivum,aestivum,regional,61,120
,,,,,,,
Collomia,tenella,Collomia_tenella,Collomia_tenella,tenella,regional,10,15
,,,,,,,
Collomia,tinctoria,Collomia_tinctoria,Collomia_tinctoria,tinctoria,regional,2.5,7.5
,,,,,,,
Ipomopsis,aggregata,Ipomopsis_aggregata,Ipomopsis_aggregata,aggregata,regional,30.5,91.5
,,,,,,,
Ipomopsis,congesta,Ipomopsis_congesta,Ipomopsis_congesta,congesta,regional,10.25,30.5
,,,,,,,
Aliciella,leptomeria,Aliciella_leptomeria,Aliciella_leptomeria,leptomeria,regional,6,30
,,,,,,,
Gymnosteris,nudicaulis,Gymnosteris_nudicaulis,Gymnosteris_nudicaulis,nudicaulis,regional,5,10
,,,,,,,
Gymnosteris,parvula,Gymnosteris_parvula,Gymnosteris_parvula,parvula,regional,1,7
,,,,,,,
Langloisia,setosissima,Langloisia_setosissima,Langloisia_setosissima,setosissima,regional,3,10
,,,,,,,
Linanthus,pungens,Linanthus_pungens,Linanthus_pungens,pungens,regional,4,61
,,,,,,,
Linanthus,watsonii,Linanthus_watsonii,Linanthus_watsonii,watsonii,regional,5,15
,,,,,,,
Leptosiphon,harknessii,v_harknessii,Leptosiphon_nuttallii,nuttallii,regional,10.25,40.5
,,,,,,,
Linanthus,septentrionalis,Linanthus_septentrionalis,Linanthus_californicus,californicus,regional,5,30
,,,,,,,
Phlox,gracilis,Phlox_gracilis,Phlox_divaricata,divaricata,regional,2,20.25
,,,,,,,
Navarretia,breweri,Navarretia_breweri,Navarretia_breweri,breweri,regional,2.5,7.5
,,,,,,,
Navarretia,intertexta,Navarretia_intertexta,Navarretia_intertexta,intertexta,regional,5,10.25
,,,,,,,
Chorizanthe,brevicornu,Chorizanthe_brevicornu,Chorizanthe_brevicornu,brevicornu,regional,5,30
,,,,,,,
Chorizanthe,watsonii,Chorizanthe_watsonii,Chorizanthe_watsonii,watsonii,regional,5,60
,,,,,,,
Eriogonum,palmerianum,Eriogonum_palmerianum,Eriogonum_palmerianum,palmerianum,regional,5,30
,,,,,,,
Eriogonum,capistratum,Eriogonum_capistratum,Eriogonum_shockleyi,shockleyi,regional,0.5,15
,,,,,,,
Eriogonum,cernuum,Eriogonum_cernuum,Eriogonum_cernuum,cernuum,regional,5,60
,,,,,,,
Eriogonum,chrysops,Eriogonum_chrysops,Eriogonum_acaule,acaule,regional,2,10
,,,,,,,
Eriogonum,compositum,Eriogonum_compositum,Eriogonum_compositum,compositum,regional,20.25,76
,,,,,,,
Eriogonum,elatum,Eriogonum_elatum,Eriogonum_maculatum,maculatum,regional,38,114.25
,,,,,,,
Eriogonum,heracleoides,Eriogonum_heracleoides,Eriogonum_heracleoides,heracleoides,regional,15.25,51
,,,,,,,
Eriogonum,microthecum,Eriogonum_microthecum,Eriogonum_microthecum,microthecum,regional,183,365.75
,,,,,,,
Eriogonum,nidularium,Eriogonum_nidularium,Eriogonum_nidularium,nidularium,regional,20,150
,,,,,,,
Eriogonum,ovalifolium,Eriogonum_ovalifolium,Eriogonum_ovalifolium,ovalifolium,regional,2,30
,,,,,,,
Eriogonum,crosbyae,Eriogonum_crosbyae,Eriogonum_spergulinum,spergulinum,regional,0.5,15
,,,,,,,
Eriogonum,vimineum,Eriogonum_vimineum,Eriogonum_davidsonii,davidsonii,regional,5,30.5
,,,,,,,
Oxytheca,dendroidea,Oxytheca_dendroidea,Oxytheca_none,none,regional,4,40
,,,,,,,
Polygonum,amphibium,Polygonum_amphibium,Polygonum_erectum,erectum,regional,15.25,30.5
,,,,,,,
Polygonum,aviculare,Polygonum_aviculare,Polygonum_aviculare,aviculare,regional,10,40
,,,,,,,
Polygonum,polygaloides,Polygonum_polygaloides,Polygonum_oxyspermum,oxyspermum,regional,1,15
,,,,,,,
Polygonum,lapathifolium,Polygonum_lapathifolium,Polygonum_arenastrum,arenastrum,regional,20.25,81.25
,,,,,,,
Rumex,crispus,Rumex_crispus,Rumex_none,none,regional,30.5,101.5
,,,,,,,
Rumex,paucifolius,Rumex_paucifolius,Rumex_none,none,regional,10,40
,,,,,,,
Rumex,salcifolius,Rumex_salcifolius,Rumex_none,none,regional,30.5,101.5
,,,,,,,
Calyptridium,roseum,Calyptridium_roseum,Calyptridium_monandrum,monandrum,regional,1.5,10
,,,,,,,
Lewisia,rediviva,Lewisia_rediviva,Lewisia_rediviva,rediviva,regional,2.5,7.5
,,,,,,,
Montia,chamissoi,Montia_chamissoi,Montia_chamissoi,chamissoi,regional,5,17.75
,,,,,,,
Montia,dichotoma,Montia_dichotoma,Montia_dichotoma,dichotoma,regional,2.5,5
,,,,,,,
Claytonia,perfoliata,Claytonia_perfoliata,Claytonia_perfoliata,perfoliata,regional,5,30.5
,,,,,,,
Portulaca,oleracea,Portulaca_oleracea,Portulaca_oleracea,oleracea,regional,7.75,23
,,,,,,,
Primula,cusickiana,Primula_cusickiana,Primula_cusickiana_subsp._cusickiana,cusickiana_subsp._cusickiana,regional,5,15
,,,,,,,
Actaea,rubra,Actaea_rubra,Actaea_rubra,rubra,regional,30.5,91.5
,,,,,,,
Aquilegia,formosa,Aquilegia_formosa,Aquilegia_formosa,formosa,regional,20.25,122
,,,,,,,
Clematis,ligusticifolia,Clematis_ligusticifolia,Clematis_ligusticifolia,ligusticifolia,regional,600,1524
,,,,,,,
Delphinium,occidentale,Delphinium_occidentale,Delphinium_bicolor,bicolor,regional,60,200
,,,,,,,
Ranunculus,andersonii,Ranunculus_andersonii,Ranunculus_gelidus,gelidus,regional,7.75,17.75
,,,,,,,
Ranunculus,aquatilis,Ranunculus_aquatilis,Ranunculus_aquatilis,aquatilis,regional,10,50
,,,,,,,
Ranunculus,cymbalaria,Ranunculus_cymbalaria,Ranunculus_orthorhynchus,orthorhynchus,regional,5,25.5
,,,,,,,
Ranunculus,macounii,Ranunculus_macounii,Ranunculus_macounii,macounii,regional,30.5,61
,,,,,,,
Ranunculus,sceleratus,Ranunculus_sceleratus,Ranunculus_sceleratus,sceleratus,regional,15.25,51
,,,,,,,
Ranunculus,testiculatus,Ranunculus_testiculatus,Ranunculus_arvensis,arvensis,regional,2,8
,,,,,,,
Ranunculus,uncinatus,Ranunculus_uncinatus,Ranunculus_uncinatus,uncinatus,regional,15.25,61
,,,,,,,
Thalictrum,fendleri,Thalictrum_fendleri,Thalictrum_fendleri,fendleri,regional,91.5,152.5
,,,,,,,
Ceanothus,velutinus,Ceanothus_velutinus,Ceanothus_sanguineus,sanguineus,regional,91.5,335.25
,,,,,,,
Amelanchier,alnifolia,Amelanchier_alnifolia,Amelanchier_alnifolia,alnifolia,regional,152.5,610
,,,,,,,
Amelanchier,utahensis,Amelanchier_utahensis,Amelanchier_utahensis,utahensis,regional,200,400
,,,,,,,
Geum,macrophyllum,Geum_macrophyllum,Geum_rossii,rossii,regional,30.5,91.5
,,,,,,,
Geum,triflorum,Geum_triflorum,Geum_triflorum,triflorum,regional,20.25,51
,,,,,,,
Holodiscus,dumosus,Holodiscus_dumosus,Holodiscus_discolor,discolor,regional,30.5,213.25
,,,,,,,
Petrophytum,caespitosum,Petrophytum_caespitosum,Petrophytum_caespitosum,caespitosum,regional,2,25
,,,,,,,
Potentilla,arguta,Potentilla_arguta,Potentilla_pectinisecta,pectinisecta,regional,35.5,101.5
,,,,,,,
Potentilla,biennis,Potentilla_biennis,Potentilla_biennis,biennis,regional,10,60
,,,,,,,
Potentilla,diversifolia,Potentilla_diversifolia,Potentilla_drummondii,drummondii,regional,10.25,38
,,,,,,,
Potentilla,glandulosa,Potentilla_glandulosa,Potentilla_flabellifolia,flabellifolia,regional,30.5,91.5
,,,,,,,
Potentilla,rivalis,Potentilla_rivalis,Potentilla_hookeriana,hookeriana,regional,10.25,51
,,,,,,,
Rosa,woodsii,Rosa_woodsii,Rosa_woodsii,woodsii,regional,91.5,305
,,,,,,,
Rubus,idaeus,Rubus_idaeus,Rubus_idaeus,idaeus,regional,30.5,183
,,,,,,,
Rubus,nutkanus,Rubus_nutkanus,Rubus_ursinus,ursinus,regional,61,274.25
,,,,,,,
Sanguisorba,minor,Sanguisorba_minor,Sanguisorba_canadensis,canadensis,regional,23,61
,,,,,,,
Galium,aparine,Galium_aparine,Galium_aparine,aparine,regional,20.25,101.5
,,,,,,,
Galium,boreale,Galium_boreale,Galium_boreale,boreale,regional,20.25,40.5
,,,,,,,
Galium,multiflorum,Galium_multiflorum,Galium_multiflorum,multiflorum,regional,15.25,35.5
,,,,,,,
Galium,trifidum,Galium_trifidum,Galium_trifidum,trifidum,regional,10.25,51
,,,,,,,
Galium,triflorum,Galium_triflorum,Galium_triflorum,triflorum,regional,15.25,76.25
,,,,,,,
Populus,acuminata,Populus_acuminata,Populus_balsamifera,balsamifera,regional,1500,2000
,,,,,,,
Populus,angustifolia,Populus_angustifolia,Populus_deltoides,deltoides,regional,1219.25,1829
,,,,,,,
Populus,tremuloides,Populus_tremuloides,Populus_tremuloides,tremuloides,regional,1524,1829
,,,,,,,
Populus,trichocarpa,Populus_trichocarpa,Populus_trichocarpa,trichocarpa,regional,4054,6096
,,,,,,,
Salix,boothii,Salix_boothii,Salix_boothii,boothii,regional,30.5,609.5
,,,,,,,
Salix,exigua,Salix_exigua,Salix_exigua,exigua,regional,61,518.25
,,,,,,,
Salix,geyeriana,Salix_geyeriana,Salix_geyeriana,geyeriana,regional,61,518.25
,,,,,,,
Salix,lasiandra,Salix_lasiandra,Salix_lasiandra,lasiandra,regional,91.5,1219.25
,,,,,,,
Salix,scouleriana,Salix_scouleriana,Salix_scouleriana,scouleriana,regional,91.5,1219.25
,,,,,,,
Comandra,umbellata,Comandra_umbellata,Comandra_umbellata,umbellata,regional,10.25,30.5
,,,,,,,
Heuchera,cylindrica,Heuchera_cylindrica,Heuchera_cylindrica,cylindrica,regional,12.75,86.25
,,,,,,,
Lithophragma,parviflorum,Lithophragma_parviflorum,Lithophragma_parviflorum,parviflorum,regional,10.25,30.5
,,,,,,,
Lithophragma,glabrum,Lithophragma_glabrum,Lithophragma_glabrum,glabrum,regional,10.25,20.25
,,,,,,,
Saxifraga,occidentalis,Saxifraga_occidentalis,Saxifraga_cernua,cernua,regional,10.25,25.5
,,,,,,,
Saxifraga,oregana,Saxifraga_oregana,Saxifraga_oppositifolia,oppositifolia,regional,30.5,91.5
,,,,,,,
Castilleja,angustifolia,Castilleja_angustifolia,Castilleja_oresbia,oresbia,regional,30.5,61
,,,,,,,
Castilleja,applegatei,Castilleja_applegatei,Castilleja_peckiana,peckiana,regional,45.75,79.25
,,,,,,,
Castilleja,cusickii,Castilleja_cusickii,Castilleja_cusickii,cusickii,regional,20.25,51
,,,,,,,
Castilleja,exilis,Castilleja_exilis,Castilleja_exilis,exilis,regional,30,80
,,,,,,,
Castilleja,flava,Castilleja_flava,Castilleja_pilosa,pilosa,regional,20,35.5
,,,,,,,
Castilleja,pallescens,Castilleja_pallescens,Castilleja_occidentalis,occidentalis,regional,5,20
,,,,,,,
Castilleja,rhexiifolia,Castilleja_rhexiifolia,Castilleja_lutescens,lutescens,regional,12.75,30.5
,,,,,,,
Cordylanthus,capitatus,Cordylanthus_capitatus,Cordylanthus_capitatus,capitatus,regional,20.25,51
,,,,,,,
Linaria,genistifolia,Linaria_genistifolia,Linaria_genistifolia_subsp._dalmatica,genistifolia_subsp._dalmatica,regional,80,150
,,,,,,,
Erythranthe,floribunda,Erythranthe_floribunda,Erythranthe_floribunda,floribunda,regional,2.5,51
,,,,,,,
Erythranthe,guttata,Erythranthe_guttata,Erythranthe_guttata,guttata,regional,7.5,91.5
,,,,,,,
Erythranthe,lewisii,Erythranthe_lewisii,Erythranthe_lewisii,lewisii,regional,30.5,122
,,,,,,,
Erythranthe,pilosus,Erythranthe_pilosus,Erythranthe_moschata,moschata,regional,2,35
,,,,,,,
Castilleja,tenuis,Castilleja_tenuis,Castilleja_tenuis,tenuis,regional,10.25,45.75
,,,,,,,
Orthocarpus,luteus,Orthocarpus_luteus,Orthocarpus_luteus,luteus,regional,10.25,40.5
,,,,,,,
Penstemon,attenuatus,Penstemon_attenuatus,Penstemon_attenuatus,attenuatus,regional,30.5,61
,,,,,,,
Penstemon,barbatus,Penstemon_barbatus,Penstemon_barbatus,barbatus,regional,61,91.5
,,,,,,,
Penstemon,cusickii,Penstemon_cusickii,Penstemon_confertus,confertus,regional,15,45
,,,,,,,
Penstemon,cyananthus,Penstemon_cyananthus,Penstemon_cyananthus,cyananthus,regional,15.25,45.75
,,,,,,,
Penstemon,eatonii,Penstemon_eatonii,Penstemon_eatonii,eatonii,regional,40,100
,,,,,,,
Penstemon,humilis,Penstemon_humilis,Penstemon_humilis,humilis,regional,10.25,25.5
,,,,,,,
Penstemon,montanus,Penstemon_montanus,Penstemon_montanus,montanus,regional,5,35
,,,,,,,
Penstemon,palmeri,Penstemon_palmeri,Penstemon_palmeri,palmeri,regional,122,152.5
,,,,,,,
Penstemon,perpulcher,Penstemon_perpulcher,Penstemon_perpulcher,perpulcher,regional,30,60
,,,,,,,
Penstemon,pumilus,Penstemon_pumilus,Penstemon_wilcoxii,wilcoxii,regional,4,12
,,,,,,,
Penstemon,radicosus,Penstemon_radicosus,Penstemon_radicosus,radicosus,regional,20,40
,,,,,,,
Penstemon,speciosus,Penstemon_speciosus,Penstemon_speciosus,speciosus,regional,15.25,76
,,,,,,,
Scrophularia,lanceolata,Scrophularia_lanceolata,Scrophularia_lanceolata,lanceolata,regional,51,101.5
,,,,,,,
Verbascum,blattaria,Verbascum_blattaria,Verbascum_virgatum,virgatum,regional,30.5,122
,,,,,,,
Verbascum,thapsus,Verbascum_thapsus,Verbascum_speciosum,speciosum,regional,122,183
,,,,,,,
Veronica,americana,Veronica_americana,Veronica_americana,americana,regional,10.25,101.5
,,,,,,,
Veronica,anagallis-aquatica,Veronica_anagallis-aquatica,Veronica_anagallis-aquatica,anagallis-aquatica,regional,20.25,101.5
,,,,,,,
Veronica,peregrina,Veronica_peregrina,Veronica_peregrina,peregrina,regional,5,30.5
,,,,,,,
Hyoscyamus,niger,Hyoscyamus_niger,Hyoscyamus_niger,niger,regional,15,100
,,,,,,,
Nicotiana,attenuata,Nicotiana_attenuata,Nicotiana_attenuata,attenuata,regional,50,120
,,,,,,,
Solanum,triflorum,Solanum_triflorum,Solanum_triflorum,triflorum,regional,10,50
,,,,,,,
Typha,angustifolia,Typha_angustifolia,Typha_angustifolia,angustifolia,regional,150,300
,,,,,,,
Typha,latifolia,Typha_latifolia,Typha_latifolia,latifolia,regional,91.5,244
,,,,,,,
Ulmus,pumila,Ulmus_pumila,Ulmus_pumila,pumila,regional,1524,2133.5
,,,,,,,
Parietaria,pensylvanica,Parietaria_pensylvanica,Parietaria_pensylvanica,pensylvanica,regional,15.25,45.75
,,,,,,,
Urtica,dioica,Urtica_dioica,Urtica_dioica,dioica,regional,91.5,274.25
,,,,,,,
Valeriana,acutiloba,Valeriana_acutiloba,Valeriana_acutiloba,acutiloba,regional,10,60
,,,,,,,
Valeriana,occidentalis,Valeriana_occidentalis,Valeriana_occidentalis,occidentalis,regional,30,75
,,,,,,,
Verbena,bracteata,Verbena_bracteata,Verbena_bracteata,bracteata,regional,5,25.5
,,,,,,,
Viola,beckwithii,Viola_beckwithii,Viola_palustris,palustris,regional,5,51
,,,,,,,
Viola,nephrophylla,Viola_nephrophylla,Viola_bicolor,bicolor,regional,12.75,25.5
,,,,,,,
Arceuthobium,cyanocarpum,Arceuthobium_cyanocarpum,Arceuthobium_cyanocarpum,cyanocarpum,regional,2,4
,,,,,,,
Arceuthobium,douglasii,Arceuthobium_douglasii,Arceuthobium_douglasii,douglasii,regional,0.3,2
,,,,,,,
Amsinckia,lycopsoides,Amsinckia_lycopsoides,Amsinckia_lycopsoides,lycopsoides,regional,15.25,76.25
,,,,,,,
Gypsophila,paniculata,Gypsophila_paniculata,Gypsophila_paniculata,paniculata,regional,61,91.5
,,,,,,,
Holosteum,umbellatum,Holosteum_umbellatum,Holosteum_umbellatum,umbellatum,regional,5,25.5
,,,,,,,
Salsola,kali,Salsola_kali,Salsola_paulsenii,paulsenii,regional,30.5,91.5
,,,,,,,
Centaurea,diffusa,Centaurea_diffusa,Centaurea_diffusa,diffusa,regional,30.5,91.5
,,,,,,,
Centaurea,maculosa,Centaurea_maculosa,Centaurea_maculosa,maculosa,regional,20.25,122
,,,,,,,
Rhaponticum,repens,Rhaponticum_repens,Rhaponticum_repens,repens,regional,61,91.5
,,,,,,,
Centaurea,solstitialis,Centaurea_solstitialis,Centaurea_solstitialis,solstitialis,regional,15,200
,,,,,,,
Chondrilla,juncea,Chondrilla_juncea,Chondrilla_juncea,juncea,regional,50,100
,,,,,,,
Cirsium,arvense,Cirsium_arvense,Cirsium_arvense,arvense,regional,30.5,198
,,,,,,,
Onopordum,acanthium,Onopordum_acanthium,Onopordum_acanthium,acanthium,regional,50,400
,,,,,,,
Tragopogon,dubius,Tragopogon_dubius,Tragopogon_dubius,dubius,regional,30,100
,,,,,,,
Lepidium,draba,Lepidium_draba,Lepidium_draba,draba,regional,10,50
,,,,,,,
Dipsacus,fullonum,Dipsacus_fullonum,Dipsacus_fullonum,fullonum,regional,122,183
,,,,,,,
Hordeum,murinum,Hordeum_murinum,Hordeum_murinum,murinum,regional,30.5,91.5
,,,,,,,
Taeniatherum,caput-medusae,Taeniatherum_caput-medusae,Taeniatherum_caput-medusae,caput-medusae,regional,20,50
,,,,,,,
Vulpia,myuros,Vulpia_myuros,Vulpia_none,none,regional,2.5,45.75
,,,,,,,
Linaria,dalmatica,Linaria_dalmatica,Linaria_vulgaris,vulgaris,regional,40,100